# page_id, page_title, page_namespace, rev_id, rev_timestamp, rev_datetime, text_id, txt, txt_ru
'113470', 'Прил_ru_1*b/c\'', '10', '118690', '20211009221347', '2021/10/09 22:13:47', '118669', '{{прил ru 1b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа2}}}\n|srt-sg-n={{{основа1}}}о\n|srt-pl={{{основа1}}}ы<br>{{{основа}}}ы́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1*b/c\'\n|степень={{{степень|{{{основа}}}е́е, {{{основа}}}е́й, по{{{основа}}}е́е, по{{{основа}}}е́й}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'113802', 'Прил_ru_1*a(2)', '10', '119023', '20211009193431', '2021/10/09 19:34:31', '119002', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа1}}}о\n|srt-sg-f={{{основа1}}}а\n|srt-pl={{{основа1}}}ы\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1*a(2)\n|степень={{{степень|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'116269', 'Прил_ru_3b/c~', '10', '121507', '20211009222914', '2021/10/09 22:29:14', '121486', '{{прил ru 3b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа1}}}о\n|srt-sg-f={{{основа}}}а́\n|srt-pl={{{основа1}}}и\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3b/c~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'121218', 'Прил_ru_4b~^', '10', '126486', '20211009223456', '2021/10/09 22:34:56', '126465', '{{прил ru 4b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{srt-sg-m|{{{основа1}}}}}}\n|srt-sg-n={{{srt-sg-n|{{{основа2}}}о́}}}\n|srt-sg-f={{{srt-sg-f|{{{основа2}}}а́}}}\n|srt-pl={{{srt-pl|{{{основа2}}}и́}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=4b~^\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'121385', 'Прил_ru_4aX', '10', '126653', '20211009223256', '2021/10/09 22:32:56', '126632', '{{прил ru 4a\n|краткая={{{краткая|}}}\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{incorrect|{{{основа}}}}}\n|srt-sg-n={{incorrect|{{{основа}}}е}}\n|srt-sg-f={{incorrect|{{{основа}}}а}}\n|srt-pl={{{основа}}}и\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=4aX\n|степень={{{степень|}}}\n|дореф={{{дореф|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'129940', 'Прил_ru_0', '10', '135238', '20211009174854', '2021/10/09 17:48:54', '135217', '{{прил ru\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|зализняк=0\n|hide-text={{{hide-text|}}}\n}}<noinclude>\n==См. также==\n*{{шаблон|прил0}}\n*{{шаблон|прил ru}}\n[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'134115', 'Прил_ru_1a\'~', '10', '139428', '20211009193631', '2021/10/09 19:36:31', '139406', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-f={{{основа}}}а<br>{{{основа1}}}а́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1a\'~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'136395', 'Прил_ru_1a/c~', '10', '141737', '20211009195340', '2021/10/09 19:53:40', '141713', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-f={{{основа1}}}а́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}|nol={{{nol|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1a/c~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'138403', 'Прил_ru_3a^', '10', '143759', '20211009210318', '2021/10/09 21:03:18', '143733', '{{прил ru 3a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}|srt-sg-n={{{основа2}}}о́|srt-sg-f={{{основа2}}}а́|srt-pl={{{основа3}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3a^\n|степень={{{степень|}}}\n|дореф={{{дореф|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'138532', 'Прил_ru_1*a(1)-', '10', '143888', '20211009203422', '2021/10/09 20:34:22', '143862', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{incorrect|{{{основа1}}}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1*a(1)-\n|зализняк1=1*a①—\n|коммент={{{коммент|}}}\n|степень={{{степень|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'144511', 'Прил_ru_3a^+', '10', '149907', '20200315224647', '2020/03/15 22:46:47', '149875', '{{прил\n|nom-sg-m={{{основа}}}ий\n|nom-sg-n={{{основа}}}ое\n|nom-sg-f={{{основа}}}ая\n|nom-pl={{{основа}}}ие\n|gen-sg-m={{{основа}}}оего\n|gen-sg-n={{{основа}}}оего\n|gen-sg-f={{{основа}}}ой<br />{{устар.|-}}&nbsp;{{{основа}}}оей\n|gen-pl={{{основа}}}их<br />{{устар.|-}}&nbsp;{{{основа}}}оих \n|dat-sg-m={{{основа}}}оему \n|dat-sg-n={{{основа}}}оему\n|dat-sg-f={{{основа}}}ой<br />{{устар.|-}}&nbsp;{{{основа}}}оей\n|dat-pl={{{основа}}}им<br />{{устар.|-}}&nbsp;{{{основа}}}оим\n|acc-sg-m-a={{{основа}}}оего\n|acc-sg-m-n={{{основа}}}ий\n|acc-sg-n={{{основа}}}ое\n|acc-sg-f={{{основа}}}ую\n|acc-pl-a={{{основа}}}их\n|acc-pl-n={{{основа}}}ие \n|ins-sg-m={{{основа}}}им<br />{{устар.|-}}&nbsp;{{{основа}}}оим \n|ins-sg-n={{{основа}}}им<br />{{устар.|-}}&nbsp;{{{основа}}}оим \n|ins-sg-f={{{основа}}}ой<br />{{{основа}}}ою<br />{{устар.|-}}&nbsp;{{{основа}}}оей<br />{{устар.|-}}&nbsp;{{{основа}}}оею\n|ins-pl={{{основа}}}ими<br />{{устар.|-}}&nbsp;{{{основа}}}оими\n|prp-sg-m={{{основа}}}оем\n|prp-sg-n={{{основа}}}оем\n|prp-sg-f={{{основа}}}ой<br />{{устар.|-}}&nbsp;{{{основа}}}оей\n|prp-pl={{{основа}}}их<br />{{устар.|-}}&nbsp;{{{основа}}}оих\n|краткая=\n|anim=\n|srt-sg-m=\n|srt-sg-n=\n|srt-sg-f=\n|srt-pl=\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|суфф={{{суфф|}}}\n}}\n{{#if:{{{hide-text|}}}\n||<b>{{{слоги| }}}</b>{{#if:{{{дореф|}}}|&nbsp;({{comment|дореформ.|написание в дореформенной орфографии}} {{Old-ru|{{aslinks|{{{дореф}}}}}}})}}\n\n{{{часть речи|Прилагательное}}}, {{#if:{{{тип|}}}|{{{тип}}}, }}тип склонения по классификации А.&#160;Зализняка&#160;&#8212; 3a^. В склонении есть формы с основой на \'\'нек-\'\' и на \'\'неко-\'\'. Встречающиеся в речи формы \'\'не́кого\'\', \'\'не́кому\'\', \'\'не́ком\'\' в настоящее время в литературную норму ещё не входят.{{#ifeq:{{NAMESPACE}}|{{ns:0}}|[[Категория:Русские лексемы]][[Категория:Русские прилагательные]][[Категория:{{{Категория}}}]]}}}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'145796', 'Прил_ru_3b-нибудь', '10', '151203', '20211009222622', '2021/10/09 22:26:22', '151170', '{{прил ru 3b\n|краткая=\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3b\n|суфф=-нибудь\n|степень={{{степень|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'147610', 'Прил_ru_1a?10', '10', '153031', '20221023182554', '2022/10/23 18:25:54', '152998', '{{прил\n|nom-sg-m={{{основа}}}лый\n|nom-sg-n={{{основа}}}лое\n|nom-sg-f={{{основа}}}лая\n|nom-pl={{{основа}}}лые\n|gen-sg-m={{{основа}}}лого\n|gen-sg-n={{{основа}}}лого\n|gen-sg-f={{{основа}}}лой\n|gen-pl={{{основа}}}лых\n|dat-sg-m={{{основа}}}лому\n|dat-sg-n={{{основа}}}лому\n|dat-sg-f={{{основа}}}лой\n|dat-pl={{{основа}}}лым\n|acc-sg-m-a={{{основа}}}лого\n|acc-sg-m-n={{{основа}}}лый\n|acc-sg-n={{{основа}}}лое\n|acc-sg-f={{{основа}}}лую\n|acc-pl-a={{{основа}}}лых\n|acc-pl-n={{{основа}}}лые\n|ins-sg-m={{{основа}}}лым\n|ins-sg-n={{{основа}}}лым\n|ins-sg-f={{{основа}}}лой {{{основа}}}лою\n|ins-pl={{{основа}}}лыми\n|prp-sg-m={{{основа}}}лом\n|prp-sg-n={{{основа}}}лом\n|prp-sg-f={{{основа}}}лой\n|prp-pl={{{основа}}}лых\n|краткая=1\n|anim={{{anim|}}}\n|srt-sg-m={{#switch:{{#switch:{{Str rightc|{{{основа}}}|1}}|б=с|в=с|г=с|д=с|ж=с|з=с|й=с|к=с|л=с|м=с|н=с|п=с|р=с|с=с|т=с|ф=с|х=с|ц=с|ч=с|ш=с|щ=с|н}}|с={{{srt-sg-m|{{{основа}}}л}}}|{{incorrect|{{{srt-sg-m|{{{основа}}}л}}}}}}}\n|srt-sg-n={{incorrect|{{{srt-sg-n|{{{основа}}}ло}}}}}\n|srt-sg-f={{incorrect|{{{srt-sg-f|{{{основа}}}ла}}}}}\n|srt-pl={{{srt-pl|{{{основа}}}лы}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|суфф={{{суфф|}}}\n}}\n{{#if:{{{hide-text|}}}|\n|<b>{{{слоги| }}}</b>\n\n{{{часть речи|[[прилагательное|Прилагательное]]}}}, {{#if:{{{тип|}}}|{{{тип}}},&nbsp;}}тип склонения по классификации А.&#160;Зализняка&#160;&#8212; {{#if:{{{type|}}}|{{{type}}}|1a, §10}}. В ед. ч. краткая форма обычно избегается из-за совпадения с формами прош. вр. {{#if:{{{основа1|}}}|глагола {{ссылки|{{{основа1}}}ть}}|соответствующего глагола}}. {{#if:{{{степень|}}}|Сравнительная степень — \'\'{{{степень}}}\'\'.}}{{#ifeq:{{{anim}}}|yes|[[Категория:Одушевлённые]]|}}{{#ifeq:{{{anim}}}|no|[[Категория:Неодушевлённые]]|}}\n{{#ifeq:{{{anim}}}|yes|[[Категория:Одушевлённые]]}}{{#ifeq:{{{anim}}}|no|[[Категория:Неодушевлённые]]}}[[Категория:Русские лексемы]][[Категория:Русские прилагательные]][[Категория:{{{Категория|Прилагательные, склонение 1a}}}]]}}\n<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]\n\'\'Для прилагательных типа [[умелый]], [[впалый]].\'\'\n</noinclude>', NULL
'150416', 'Прил_ru_4b', '10', '155865', '20211009223406', '2021/10/09 22:34:06', '155829', '{{прил\n|nom-sg-m={{{основа}}}о́й\n|nom-sg-n={{{основа}}}о́е\n|nom-sg-f={{{основа}}}а́я\n|nom-pl={{{основа}}}и́е\n|gen-sg-m={{{основа}}}о́го\n|gen-sg-n={{{основа}}}о́го\n|gen-sg-f={{{основа}}}о́й\n|gen-pl={{{основа}}}и́х\n|dat-sg-m={{{основа}}}о́му\n|dat-sg-n={{{основа}}}о́му\n|dat-sg-f={{{основа}}}о́й\n|dat-pl={{{основа}}}и́м\n|acc-sg-m-a={{{основа}}}о́го\n|acc-sg-m-n={{{основа}}}о́й\n|acc-sg-n={{{основа}}}о́е\n|acc-sg-f={{{основа}}}у́ю\n|acc-pl-a={{{основа}}}и́х\n|acc-pl-n={{{основа}}}и́е\n|ins-sg-m={{{основа}}}и́м\n|ins-sg-n={{{основа}}}и́м\n|ins-sg-f={{{основа}}}о́й {{{основа}}}о́ю\n|ins-pl={{{основа}}}и́ми\n|prp-sg-m={{{основа}}}о́м\n|prp-sg-n={{{основа}}}о́м\n|prp-sg-f={{{основа}}}о́й\n|prp-pl={{{основа}}}и́х\n|краткая={{{краткая|}}}\n|anim={{{anim|}}}\n|srt-sg-m={{{srt-sg-m|{{{основа1}}}}}}\n|srt-sg-n={{{srt-sg-n|{{{основа1}}}о}}}\n|srt-sg-f={{{srt-sg-f|{{{основа1}}}а}}}\n|srt-pl={{{srt-pl|{{{основа1}}}ы}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|суфф={{{суфф|}}}\n}}\n{{прил ru\n|часть речи={{{часть речи|[[прилагательное|Прилагательное]]}}}\n|слоги={{{слоги|}}}\n|основа={{{основа|}}}\n|тип={{{тип|}}}\n|дореф={{{дореф|}}}\n|зализняк={{{type|4b}}}\n|зализняк1={{{зализняк1|}}}\n|anim={{{anim|}}}\n|род={{{род|}}}\n|степень={{{степень|}}}\n|hide-text={{{hide-text|}}}\n|коммент={{{коммент|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'150921', 'Прил_ru_3b/c', '10', '156372', '20211009222645', '2021/10/09 22:26:45', '156336', '{{прил ru 3b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа1}}}о\n|srt-sg-f={{{основа}}}а́\n|srt-pl={{{основа1}}}и\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3b/c\n|степень={{{степень|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'151801', 'Прил_ru_1*a-', '10', '157257', '20211009201541', '2021/10/09 20:15:41', '157220', '{{прил ru 1a\n|краткая=\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{incorrect|{{{основа1}}}}}\n|srt-sg-f={{incorrect|{{{основа}}}а}}\n|srt-sg-n={{incorrect|{{{основа1}}}о}}\n|srt-pl={{incorrect|{{{основа1}}}ы}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|род={{{род|}}}\n|type=1*a-\n|зализняк1=1*a—\n|степень={{{степень|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'157476', 'Прил_ru_4a/b~', '10', '162997', '20211009223220', '2021/10/09 22:32:20', '162959', '{{прил ru 4a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-n={{{основа1}}}о́\n|srt-sg-f={{{основа1}}}а́\n|srt-pl={{{основа1}}}и́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=4a/b~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'157478', 'Прил_ru_1*a/c\'~', '10', '162999', '20211009201742', '2021/10/09 20:17:42', '162961', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-f={{{основа2}}}а́\n|srt-pl={{{основа}}}ы<br>{{{основа2}}}ы́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1*a/c\'~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'159193', 'Прил_ru_1a^', '10', '164726', '20180830022325', '2018/08/30 02:23:25', '164688', '{{прил\n|nom-sg-m={{{основа}}}ый\n|nom-sg-n={{{основа}}}ое\n|nom-sg-f={{{основа}}}ая\n|nom-pl={{{основа}}}ые\n|gen-sg-m={{{основа}}}ого\n|gen-sg-n={{{основа}}}ого\n|gen-sg-f={{{основа}}}ой\n|gen-pl={{{основа}}}ых\n|dat-sg-m={{{основа}}}ому\n|dat-sg-n={{{основа}}}ому\n|dat-sg-f={{{основа}}}ой\n|dat-pl={{{основа}}}ым\n|acc-sg-m-a={{{основа}}}ого\n|acc-sg-m-n={{{основа}}}ый\n|acc-sg-n={{{основа}}}ое\n|acc-sg-f={{{основа}}}ую\n|acc-pl-a={{{основа}}}ых\n|acc-pl-n={{{основа}}}ые\n|ins-sg-m={{{основа}}}ым\n|ins-sg-n={{{основа}}}ым\n|ins-sg-f={{{основа}}}ой\n|ins-pl={{{основа}}}ыми\n|prp-sg-m={{{основа}}}ом\n|prp-sg-n={{{основа}}}ом\n|prp-sg-f={{{основа}}}ой\n|prp-pl={{{основа}}}ых\n|краткая={{{краткая|}}}\n|anim={{{anim|}}}\n|srt-sg-m={{{srt-sg-m|{{{основа1}}}}}}\n|srt-sg-n={{{srt-sg-n|{{{основа1}}}о}}}\n|srt-sg-f={{{srt-sg-f|{{{основа1}}}а}}}\n|srt-pl={{{srt-pl|{{{основа1}}}ы}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|суфф={{{суфф|}}}\n}}\n{{#if:{{{hide-text|}}}|\n|<b>{{{слоги| }}}</b>\n\n{{{часть речи}}}, {{#switch:{{{anim}}}|yes= одушевлённое, [[Категория:Одушевлённые]]|no=неодушевлённое, [[Категория:Неодушевлённые]]}}{{#switch:{{{род}}}|m =&#160;мужской род, [[Категория:Мужской род]]|f=&#160;женский род, [[Категория:Женский род]] |n=&#160;средний род, [[Категория:Средний род]]}}{{#if:{{{тип|}}}|{{{тип}}}, }}&#160;тип склонения по классификации А.&#160;Зализняка&#160;— {{{type|1a}}}. {{#if:{{{степень|}}}|Сравнительная степень — \'\'{{{степень}}}\'\'.}}\n[[Категория:Русские лексемы]][[Категория:Русские прилагательные]][[Категория:{{{Категория}}}]]}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'160879', 'Прил_ru_1b/c\'~', '10', '166436', '20211009221555', '2021/10/09 22:15:55', '166398', '{{прил ru 1b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа1}}}о\n|srt-sg-f={{{основа}}}а́\n|srt-pl={{{основа1}}}ы, {{{основа}}}ы́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1b/c\'~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'161870', 'Прил_ru_4aX~', '10', '167435', '20211009223311', '2021/10/09 22:33:11', '167397', '{{прил ru 4a\n|краткая={{{краткая|}}}\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=4aX~\n|степень={{{степень|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'163179', 'Прил_ru_3*a/c^', '10', '168760', '20211009210720', '2021/10/09 21:07:20', '168722', '{{прил ru 3a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-f={{{основа2}}}а́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|часть речи={{{часть речи|Прилагательное}}}\n|тип={{{тип|}}}\n|степень={{{степень|}}}\n|type=3*a/c\n|зализняк1=3*a/c^\n|коммент=Образование сравнительной степени затруднено.\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'165047', 'Прил_ru_1*aX', '10', '170646', '20211009201955', '2021/10/09 20:19:55', '170608', '{{прил ru 1a\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1*aX\n|степень={{{степень|}}}\n|дореф={{{дореф|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'353600', 'Прил_ru_1a/c\'~', '10', '359571', '20211009202658', '2021/10/09 20:26:58', '359531', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа2|{{{основа}}}}}}\n|srt-sg-n={{{основа2|{{{основа}}}}}}о\n|srt-sg-f={{{основа1}}}а́\n|srt-pl={{{основа2|{{{основа}}}}}}ы<br>{{{основа1}}}ы́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1a/c\'~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'363990', 'Прил_ru_3b/c\'~', '10', '370019', '20211009222855', '2021/10/09 22:28:55', '369979', '{{прил ru 3b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа1}}}о\n|srt-sg-f={{{основа}}}а́\n|srt-pl={{{основа1}}}и, {{{основа}}}и́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=3b/c\'~\n|степень={{{степень|}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'372486', 'Прил_ru_1*a~', '10', '378600', '20211009202803', '2021/10/09 20:28:03', '378560', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1*a~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'372659', 'Прил_ru_1*b^', '10', '378775', '20220514155025', '2022/05/14 15:50:25', '378735', '{{прил ru 1b\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{особ.ф.|{{{основа1}}}}}\n|srt-sg-n={{{srt-sg-n|{{{основа}}}о́}}}\n|srt-sg-f={{{srt-sg-f|{{{основа}}}а́}}}\n|srt-pl={{{srt-pl|{{{основа}}}ы́}}}\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1*b^\n|степень={{{степень|{{{основа}}}е́е, {{{основа}}}е́й, по{{{основа}}}е́е, по{{{основа}}}е́й}}}\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'480201', 'Прил_ru_1*a/b~', '10', '486435', '20211009203446', '2021/10/09 20:34:46', '486393', '{{прил ru 1a\n|краткая=1\n|anim={{{anim|}}}\n|основа={{{основа}}}\n|srt-sg-m={{{основа1}}}\n|srt-sg-n={{{основа2}}}о́\n|srt-sg-f={{{основа2}}}а́\n|srt-pl={{{основа2}}}ы́\n|nom={{{nom|}}}|non={{{non|}}}|nof={{{nof|}}}\n|hide-text={{{hide-text|}}}\n|слоги={{{слоги|}}}\n|тип={{{тип|}}}\n|type=1*a/b~\n|степень=\n}}<noinclude>[[Категория:Шаблоны словоизменений/Прилагательные]]</noinclude>', NULL
'497912', 'Прил_ru-old', '10', '504310', '20100202071240', '2010/02/02 07:12:40', '504268', '<span style=\"font-family: Palatino Linotype, Arial Unicode MS;\"><b>{{{слоги|}}}</b></span>\n\nПрилагательное.{{#ifeq:{{NAMESPACE}}|{{ns:Template}}||<includeonly>[[Категория:Прилагательные в дореформенной орфографии]]</includeonly>}}<noinclude>[[Категория:Шаблоны словоизменений/ru-old]]</noinclude>', NULL
